example_id,customer_text,response_text,intent,escalate,label_notes
106,Is anyone having issues with Apple Music? @115858 @115948,@136054 Hey there. Help is here! Let's talk about your Apple Music. DM us and share what you're experiencing to get started: https://t.co/GDrqU22YpT,app_service,false,Apple Music not working
107,"Mac High Sierra OS upgrade. Five hours of my life I won't get again.... @115858 @AppleSupport 
😠 https://t.co/HjzcHEk9QU","@767535 We're here for you. Send us a DM, and we'll take a closer look at your Mac together there. https://t.co/GDrqU22YpT",software_update,true,Mac High Sierra OS upgrade took 5+ hours; serious issue
108,What’s up with the iphone7 speaker working when it wants? @115858 I lost a priceless voice memo because my speaker didn’t record the sound,"@544758 Having your microphone work great is expected and we're happy to help. To start, please check out https://t.co/rDJwu6CX24 for tips. Please keep us posted on how it goes. We're here for you if needed.",hardware_device,true,iPhone 7 speaker intermittent; lost a voice memo due to failure
109,@AppleSupport I’m not sure if you guys sent this to me or someone is phishing for my account info https://t.co/ByWDjZCFbq,@185385 We'd like to help. That is not a genuine message. You can report the message as outlined here: https://t.co/LNMCdqt6fD,account_security,true,Suspicious message possibly phishing for account info
110,"sooo annoyed. Bought @118062’s album on iTunes, but when I play it on the Music app, it refuses to play in order! @AppleSupport — help! 🤬🤬🤬","@408501 Let's take a look at this together. Do you happen to have shuffle enabled? To check, open the Now Playing screen and scroll down.",app_service,false,iTunes album playing out of order in Music app
111,"@AppleSupport We spent over 2hrs just trying to get the phone to stop restarting, in the end we had to change the date to before the 2nd December just so it would stay on long enough to do the restore",@247964 Did the 11.2 update resolve the issue? We want to be sure you are in working order.,hardware_device,true,iPhone keeps restarting; required workaround of changing date
112,"@AppleSupport my AppStore is not working, it doesn’t download apps since I updated iOS.",@344481 We'd like to help. Which Apple device and version of iOS are you using? Please reply in DM. https://t.co/GDrqU22YpT,app_service,false,App Store not downloading apps after iOS update
113,@AppleSupport is there a way (other than swapping sims) to see if a used iPhone is both unlocked and safe to purchase?,"@201000 Great question! Take a look at this link: https://t.co/yFrcT36syx
Checking with the carrier would also be a good route.",purchase_tradein,false,How to check if a used iPhone is unlocked before buying
114,@AppleSupport guys I don’t understand why you’ve removed the “unplayed episodes” section from your podcast app. Please can you restore this as it really improves usability.,"@622434 If you would like to see that feature returned in a future update, make your voice heard here: https://t.co/ODFtc9V7Tq",app_service,false,Podcasts app removed 'unplayed episodes' feature
115,"@AppleSupport A couple of weeks, my phone freezes/ turns the screen the wrong way even when screen rotation lock is on",@344059 Thank you for that additional information. Please send a DM telling us which iPhone you have and the country you're in. https://t.co/GDrqU22YpT,hardware_device,false,iPhone screen freezes and wrong rotation for weeks
116,"@AppleSupport my iPhone requested re-entering the password for 2 of my accounts (institutional ones). Then, all of my contacts linked to them+some additional contacts from other accounts were deleted. Any ideas how to retrieve them?","@790740 That is never what we want to hear. Thanks for reaching out so we can help. When it asked to re-enter the password, did it accept the password? Are you seeing emails come in on those accounts?",icloud_data,true,Contacts deleted after password re-entry; potential data loss
117,@AppleSupport I would love to suggest feedback on a way to remove this. I'd like to keep using it but not if it remains on screen when I raise my wrist.,@437110 You can provide feedback to our development team about this here: https://t.co/eTPVYVFyd8,other,false,Apple Watch UI feedback/feature request
118,"@AppleSupport plz advice what is status about performance of SE 32 gb after updating iOS11, is it getting more slow and battery consume ?",@158507 We want to look into this with you. Reach out via DM using the link below. https://t.co/GDrqU22YpT,battery_power,false,iPhone SE performance and battery after iOS 11 update
119,"@AppleSupport Excellent, thanks. So w/out turning off »Find My iPhone« on that phone it won’t be locked anymore and can be given to someone else?","@188582 Correct. For more information on removing it from Find My iPhone, check this out: https://t.co/fd32fNtWuZ Questions? DM us. https://t.co/GDrqU22YpT",device_access,false,Question about Find My iPhone and giving phone to someone else
120,@AppleSupport my phone stops working after some time using it and freezes when i use certain apps meaning i have to restart my phone a lot more. and the battery life has changed dramatically.,@623270 We know how essential it for your iPhone to run smoothly. What version of iOS are you running? Let's dig into this over DM: https://t.co/GDrqU22YpT,general_troubleshooting,false,"Phone freezes, apps crash, battery drain – multiple symptoms"
121,"@AppleSupport FYI re: iOS11 on iPad Air - fast battery drain; hard reboot and some apps open, even tho closed before reboot","@614847 No problem, let's see what needs to be done about this. Shoot us a DM so we can start working on it together. https://t.co/GDrqU22YpT",battery_power,false,iPad Air battery drain and app issues after iOS 11
122,"@AppleSupport @115858 After installing MacOS High Sierra it won’t allow me to access my homepage, it keeps bumping my password. I’ve spoken to Apple support, wiped the memory and now there’s an error message, please advise. Was on the phone for 2 hrs yesterday trying to sort this. https://t.co/xPo3PylRrx",@496321 Hello. We're here to help. Please send us a DM and we'll assist from there. Thanks. https://t.co/GDrqU22YpT,device_access,true,"MacBook Pro password rejected after High Sierra; wiped memory, still failing"
123,@applesupport iPhone X won't activate cause activation servers are down :( #activationgate,"@592234 Please complete the steps shown in the following article, and DM us if you still cannot active it: https://t.co/ywHIZGN4Ac https://t.co/GDrqU22YpT",device_access,true,iPhone X activation servers down
124,"@AppleSupport hello, my client updated his phone yesterday but now it wants a passcode and he didn’t have one set. iPhone 6, 16 gigabytes","@166022 Let's help you regain access. In this scenario, check out: https://t.co/F1QfwW1u1N",device_access,true,Passcode appeared after update on iPhone 6 that never had one set
125,@AppleSupport @115858 @116333 Apple promises an apparent 14 hours of battery and can't even deliver 5 hours. When you submit the phone they say it's fine and return it back to you. Absolutely given up on this brand. Puffed up advertisements and crappy phone. https://t.co/qRdYuCKJsj,@667508 We'd like to look into this with you. Send us a DM so that we can help. https://t.co/GDrqU22YpT,battery_power,true,Battery replaced at Apple but issue persists; escalated to hardware concern
126,@AppleSupport  when are you going to improve iOS 11? Battery drain?,@545472 We want to help if you're having issues with your iPhone's battery. DM us details and we'll look into this with you there. https://t.co/GDrqU22YpT,battery_power,false,
127,"@AppleSupport happy friday my apple gurus, I have email for reservation but no purchase email.  Mine is still due Nov 3rd yes?  Awesome!",@387233 Thanks for reaching out. For questions regarding sales please reach out to our Online Store Advisors here: https://t.co/8yjRd1Xo0i,purchase_tradein,false,iPhone X reservation email but no purchase email; delivery date inquiry
128,@AppleSupport wtf I paid my Apple Music y’all took the 11$ but won’t play my music!!!,@566281 Let's help get this resolved. DM us what happens when you try to play your music and we can go from there together. https://t.co/GDrqU2kzhr,app_service,true,Paid Apple Music but can't play music; billing vs service issue
129,@115858 how do I cancel payments for #iCloud and #AppleMusic I don’t want those services I been seeing them coming out of my account no good,@230307 We don’t want you paying for services that you don’t need.  This guide will help: https://t.co/YKDbvueXrq,app_service,false,How to cancel iCloud and Apple Music payments
130,"Hey @AppleSupport, mind explaining why my phone only has a 45 minute battery life?",@797365 Thank you for reaching out. Please DM us your iOS version and iPhone model we are working with today. This will help us isolate the issue. https://t.co/GDrqU22YpT,battery_power,false,45-minute battery life
131,@AppleSupport help I'm locked out of my phone and your support page only lists numbers that I can't call because I'm locked out of my phone.,"@557344 We're here to help. Let us know via DM what you currently see on your iPhone's screen, then we can advise you from there. https://t.co/GDrqU22YpT",device_access,true,Locked out of phone; can't call support; urgent access issue
132,@576057 @115858 OH YES I HAVE TO CHARGE MY PHONE UP LIKE 3 TIMES A DAY. AND YES NKTHING WORKS!! 😩,@576108 That's not the type of experience that we'd like for you to have with your phone. Please click here to join us in DM: https://t.co/GDrqU22YpT,battery_power,false,
133,@AppleSupport my icloud photo library keeps saying it is updating 12 items,"@277916 We want to help you out. What device is this issue occurring with? So we don't repeat anything, have you already tried doing any steps to resolve the issue?",icloud_data,false,iCloud Photo Library stuck updating 12 items
134,@AppleSupport Now thinking it’s my iPad. I’m getting really strange behaviour from it. It’s just gone into restore mode again. Have made a genius appointment.,"@786528 Hi, thanks for bringing this to our attention. We're glad to hear that you've already scheduled an Apple Retail Store appointment. Prior to your visit, let us gather as much information from you to document this for them to review. Meet us in a DM to continue. https://t.co/GDrqU22YpT",hardware_device,true,iPad entering restore mode repeatedly; Genius appointment booked
135,I swear @AppleSupport messed up my battery life 😭😭,"@179384 Battery life is important, we want to help. What version of iOS are you on?",battery_power,false,
136,dear @115858 my phone keeps correcting i to i️ and my music stops playing every 5 seconds fix this shit,@488584 Just visit the link for steps to fix the auto-correct issue. https://t.co/xXaXeeSRt9,software_update,false,Autocorrect 'I' bug and music stopping every 5 seconds after update
137,@115858 please fix the music app. So many bugs from the iOS update. Thanks,@325310 We're here to help. Shoot us a DM of which iOS version you are on now. https://t.co/GDrqU22YpT,software_update,false,Music app bugs after iOS update
138,@AppleSupport I've been trying to reset my Apple ID information for DAYS but I've yet to get more info on my phone. When I call YOU the line goes silent. What is going on?! #TerribleCustomerService,"@802858 We might be able to help you here. Just to clarify, are you trying to reset your Apple ID password?",account_security,true,Apple ID info reset failing for days; phone support line silent
139,@AppleSupport my screen lock is definitely on but it keeps rotating! Help!,@309594 Let's check it out. Which device does this occur with? Which iOS version is running in Settings &gt; General &gt; About?,software_update,false,Screen rotation not locking despite setting after update
140,"@AppleSupport Mail running on 2 computers. Identical settings in app. One will allow emails to be sent, the other will not. Known issue?",@268041 We'd love to help! Are they both running the same version of macOS? Do you get an error message on the one not sending mail?,app_service,false,Mail not sending on one Mac despite identical settings
141,Which laptop should I buy to replace my old MacBook from @115858 🤔🤔🤔,"@494858 Check out the Compare Models feature on our website, it will help you look at a few models and their specs side by side: https://t.co/LRKvmbjYGs
DM us with any questions. https://t.co/GDrqU22YpT",purchase_tradein,false,Which MacBook to buy; general product comparison
142,IF MY PHONE WILL NOT TURN ON HOW DO YOU EXPECT ME TO GET THE VERIFICATION CODE THAT YOU TEXTED TO MY BROKEN PHONE. BUY ME A NEW PHONE PLS I'M BROKE AND UPSET @AppleSupport @16234,@777515 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,device_access,true,Phone won't turn on; verification code sent to broken phone; locked out
143,"@AppleSupport  attempting to purchase ProCreate, says I don’t have enough credit? https://t.co/X7BVsSVYGG","@413813 Thanks for reaching out to us. For all issues with purchasing, reach out to iTunes Support here: https://t.co/SDIe7UiyJN",purchase_tradein,true,ProCreate purchase rejected – insufficient credit; billing investigation needed
144,My iPhone 6 battery is up-and-down all day how do I get this sorted? So annoying. @AppleSupport,@530617 We'd be happy to look into this with you. Which version of iOS is installed on your iPhone? Check Settings &gt; General &gt; About.,battery_power,false,iPhone 6 battery up-and-down all day
145,@AppleSupport no these phones wasn't at icloud library at the first place i even deleted them for the garbage,@368958 Thanks for letting us know. Shoot us a DM and let's continue this conversation there. https://t.co/GDrqU22YpT,icloud_data,false,Photos not in iCloud library; deletion query
146,"@AppleSupport Unresponsive keyboard and buttons, low battery life, disappearing icons and even the time display, wifi/bluetooth always on.","@144217 Thanks for clarifying. We're eager to help get these issues resolved. In order to ensure we're on the same page, please send us a DM and let us know the version number of iOS installed. This can be found under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",hardware_device,true,"Multiple failures: unresponsive keyboard/buttons, low battery, disappearing icons"
147,"Hey @115858. I’m using the iPhone 6s Plus, upgraded to iOS 11.1.2, but my I issue is still there. What should I do?",@735165 We'd be happy to help. DM us which iPhone model you're using and we'll continue there. https://t.co/GDrqU22YpT,software_update,false,iOS 11 'I' autocorrect issue still present after 11.1.2
148,"Thanks, @115858 ... for absolutely nothing. After updating my iPad, my password is impossible because you moved the location of all sorts of character keys. WTF do you do stuff like that?",@779224 This is certainly not the behavior we want you to experience. You're in great hands for support. Let's look into this together. Could you tell us which iPad and iOS version you're using? Here's a link to help locate your iOS version: https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT,software_update,false,iPad password input difficult due to keyboard layout change after update
149,"@AppleSupport However, when Im trying to add my icloud email to my gmail app im not gettig this two auth passcode request",@679105 Send us a DM and we can take a closer look into this with you. https://t.co/GDrqU22YpT,account_security,false,iCloud email 2FA not triggering when adding to Gmail
150,Dear @115858 @AppleSupport .. why can’t I delete the books in my iCloud books.. even though there not part of my library their presence disturbs me and messes up the fung shuei of my bookshelf 🙏🏽,@571585 We’d be glad too help manage your iBooks. Let us know if this page helps via DM: https://t.co/Aez4TlzqbU https://t.co/GDrqU22YpT,icloud_data,false,Can't delete books from iCloud Books library
151,@AppleSupport does Apple Canada have a trade in program? I have a iPhone 8 Plus wondering what if anything I could get for it toward an iPhone X,"@201000 Hey there, thanks for reaching out. Check out this link for more information: https://t.co/HNw7zM1vzP",purchase_tradein,false,Apple Canada trade-in program inquiry for iPhone 8 Plus toward iPhone X
152,"@AppleSupport Got iPhone X reservation # last night. Email says I have 24 hours. Site says ""Rez not found."" 1800# busy. Chat rejected. Help?",@437419 We'd like to see how we can help. Can you send us a DM? We'll continue there. https://t.co/GDrqU22YpT,purchase_tradein,true,iPhone X reservation not found on site; phone and chat support unavailable
153,@AppleSupport can I delete/hide the People and Place albums in Photos on iOS11?,"@176658 We'll point you in the right direction. For help with Photos on iOS, connect with an Advisor here: https://t.co/IBIY3vMgPj",icloud_data,false,Hiding People/Places albums in Photos on iOS 11
154,@AppleSupport I am using iOS 11.1 and I joust noticed it yesterday. This is a recently purchased iPhone 7 so it’s still brand new with no damages,@467654 DM us the details of your issue and we can take a closer look at this. https://t.co/GDrqU22YpT,hardware_device,false,Recently purchased iPhone 7 with unspecified issue; new/undamaged
155,"#ThursdayThoughts:

Another fun day on the #ios #Hindenburg. As of lunchtime …

17 app crashes 
9 failed launches 
4 drop’d calls
Battery gauge all over map. Again. 

I dare #timcook to trying using my #iPhone for just 1 week. 

Total failure,  @115858. You are now GM 1980. https://t.co/I6dRHFFnNs",@220981 Please meet up with us in DM. We'd like to hear more about what you're experiencing and help get it all resolved for you. You can reach us at the link below. https://t.co/GDrqU22YpT,software_update,false,"Multiple iOS bugs: app crashes, failed launches, dropped calls, battery"
156,My #iphonex has randomly rebooted three times in the past 24 hours while scrolling content. Feels like it has to do with scrolling / screen auto shutoff @AppleSupport,@156456 We want to help you out. Send us a DM and let us know what version of iOS you are running. https://t.co/GDrqU22YpT,hardware_device,true,iPhone X randomly rebooting while scrolling; possible hardware issue
157,@AppleSupport hi been trying to activate an iPad for 3 days straight but it says the activation servers are temporarily unavailable..help,"@407572 We can help. First, is this an iPad with Cellular and Wi-Fi? Also, what country are you in?",device_access,true,iPad activation servers unavailable for 3 days
158,@115858 come on guys. Music plays at random on iPhone 7. Siri pops up when ever. Can’t you get it together???,"@562968 We'd like to know more about what you're experiencing. Send us over a DM, and we'll continue together with you there. https://t.co/GDrqU22YpT",software_update,false,"Music plays randomly, Siri pops up unexpectedly after iOS update"
159,Imagine if my phone actually worked and didn’t die in 5 seconds after I updated to iOS 11?! @115858 😡😡😡😡😡,@603683 We want to look into this with you. Please DM us details on how much battery you have when this happens and if you see an Apple logo or spinning gear. We'll work with you on this issue there. https://t.co/GDrqU22YpT,battery_power,false,Phone dying seconds after iOS 11 update
160,"@AppleSupport And also the screen is getting a a white spot in a corner getting bigger and bigger. I only used my macbook for school, and now Im stuck. I don’t know what to do, I am on midterms and this macbook keep getting worse.",@681230 We’re sorry to hear about the delay in getting your MacBook Pro serviced.  Was that time estimate for them to send the Mac out to be serviced?  Please respond in DM. https://t.co/GDrqU22YpT,hardware_device,true,MacBook screen has growing white spot; in midterms; serious hardware failure
161,"@AppleSupport if I buy a 10.5"" I pad &amp; accessories AND an I pod touch at same time,would I need to buy Apple care TWICE for both ? THANKS.",@418487 We're here for you. AppleCare is per device and would need to be purchased separately for an iPad and iPod Touch.,purchase_tradein,false,AppleCare purchase inquiry for multiple devices
162,I updated my phone today and every time I get a notification my music stops playing and stays paused wtf @115858,@496396 We'd be happy to look into this with you. Which iPhone and iOS version are you using?,software_update,false,Notifications cause music to stop and pause after iOS update
163,"Struggling with iMessage activation, It stays stuck and I received always a sms message like ""REG-RESP?v=3;r="" #imessage #activation #issue @115858 @AppleSupport","@711515 We definitely want to help you out with that so you can get back to sending messages. For general troubleshooting regarding iMessage activation, let's first give the steps here a try: https://t.co/jhvYu3nzpA Please let us know the results with a DM. https://t.co/GDrqU22YpT",app_service,false,iMessage activation stuck; receiving REG-RESP SMS
164,@AppleSupport i want to visit Singapore for few days just for buy custom MBP. Is there a way to order it in advance?,@444550 We recommend connecting with our Apple Online Store support for additional help with your questions: https://t.co/8yjRd1Xo0i,purchase_tradein,false,Ordering custom MacBook Pro from Singapore Apple Store
165,@115858 Out of three years i have replaced 3times speaker.. 2 times display Within in extended warranty period ! Should i file a case? MAC,"@815217 That is not expected, so we want to take a look at that with you.  Send us a DM so we can get started. https://t.co/GDrqU22YpT",hardware_device,true,Mac with 3 speaker and 2 display replacements in warranty; filing a case
166,@AppleSupport ESPN and Hulu so far I can watch them full screen on YouTube by pinch zooming and Netflix by double tapping.,@251311 The apps may have different options to make videos full screen.  It would be best to speak with the app developers.,app_service,false,"Full-screen video playback in ESPN, Hulu, Netflix apps"
167,@AppleSupport Yes. I read and did that. I get a message that says I cannot change my Apple ID to an email ending in @798. Which is contrary to the document,@123181 We'd like to take a closer look at this with you. Send us a DM and we'll meet up with you there. https://t.co/GDrqU22YpT,account_security,false,Can't change Apple ID to iCloud email address
168,"@115858, what is up with this new keyboard? It does work the way it is supposed to. Please fix.",@323361 We'd like to help. What seems to be the issue with the keyboard?,software_update,false,iOS keyboard not working correctly after new update
169,@AppleSupport My purchase record in Apple store was nulled and some of my musics on the iPod disappeared. Please tell me what happened.,@813694 We'd like to look into this with you and help find your missing music and purchase history. Join us in DM with more details and the country you're located in. https://t.co/GDrqU22YpT,icloud_data,true,Purchase records nulled and music disappeared from iPod; possible data loss
170,@AppleSupport I just want my iPhone 6 not to lock up and my iPad pro/Penultimate app not to have screen rotation issues.,@523359 We'd be delighted to help out. Please DM us and we can begin from there. https://t.co/GDrqU22YpT,hardware_device,false,iPhone 6 locking up; iPad Pro screen rotation issue
171,@AppleSupport Can I charge the new AirPods with a charge from the Apple Watch?,@210018 Great question! You can charge your AirPods using the case that came included with them: https://t.co/oV2RDKEa4q,hardware_device,false,Question about charging AirPods with Apple Watch
172,@AppleSupport photo app keeps crashing when I try to resize an image 😭 heeeeelp,@531136 We want to help.  What type of device are you using?,app_service,false,Photos app crashing when resizing an image
173,@115858 fix this I️ fuckin bullshit dude I’m screaming at my piece of shit phone from this whack ass update,@624938 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,software_update,false,Frustrated with iOS update bug (autocorrect 'I' issue)
174,@AppleSupport hey guys why does my Live Photo keep turning back on despite having the preserve settings button turned on? I swear I turn off Live Photo weekly.,@626777 We'd be happy to help with this. Send us a DM with your iOS version and device model. We'll continue from there: https://t.co/GDrqU22YpT,software_update,false,Live Photo setting reverting despite preserve settings enabled
175,@AppleSupport can you guys help to restore my iPhone to put a new account on it?,@670526 We certainly can help you. Follow the steps here to get your device restored to factory settings: https://t.co/swvuDDNFQT  DM us if you are unsuccessful: https://t.co/GDrqU22YpT,general_troubleshooting,false,How to restore iPhone to factory settings for new account
176,@AppleSupport today i got a chance to visit newly opened apple store at Michigan avenue in Chicago to buy some accessories for iPhoneX. I m really disappointed by the behavior of staff. I had a chance to interact with at least 3 staff and everyone of them were rude..1/2,@664867 Thanks for providing this feedback. So we can gather more details send us a DM. We'll go from there. https://t.co/GDrqU22YpT,other,false,Apple Store staff behavior complaint
177,Bom dia @AppleSupport notificações do Mail no macOS não está chegando,"@813670 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",app_service,false,macOS Mail notifications not arriving (Portuguese)
178,It takes more than 3hrs to fully charge my damn phone... come on apple... where’s the quick charging?? @115858,@419637 Being able to charge your iPhone in a decent time is essential; we'll do all we can to help. Are you using an Apple branded cable?,battery_power,false,Charging takes 3+ hours; question about quick charging
179,@AppleSupport Thanks but yet I need to know if it’s a standard procedure to either ask for the passcode or disable it completely during the service time!,@272970 Let's continue the conversation in DM. https://t.co/GDrqU22YpT,general_troubleshooting,true,Passcode/security procedure during Apple service; privacy concern
180,@AppleSupport can you buy a movie after renting it or do you have to wait for the rental period to expire?,@400166 Thanks for reaching out. Are you not seeing any option to purchase a movie you have recently rented? Let us know via DM. https://t.co/GDrqU22YpT,purchase_tradein,false,Can you buy a movie after renting it on iTunes?
181,hey @115858 iOS 11 is VERY buggy and adds little to no value to my iPhone as it stands,@568811 We're sorry to hear of your troubles. Please DM your iOS version and country. We'll check out your options there. https://t.co/GDrqU2kzhr,software_update,false,iOS 11 very buggy; minimal value on iPhone
182,@115858 why is my keyboard only working when it wants to? It disappears and wont come up. This is across all apps including the system.,"@162740 We're here to help! If you haven't already, let's restart the iPhone and let us know if this continues to happen.",software_update,false,Keyboard disappears/stops working across all apps after update
183,#Flicker isn't showing up on my Itunes? wth @AppleSupport,"@341252 To make sure we understand correctly, the Flickr app isn't appearing in the iTunes Store on your computer, is that correct?",app_service,false,Flickr app not showing up on iTunes Store
184,@AppleSupport dear @115858 I tried desperately to access my iphone6 plus via my iTunes but nothing works ! Could you please give me explanation! https://t.co/6g1qXcPF5g,@258350 Let's work through those messages you're seeing. Are we able to unlock your iPhone with the passcode?,device_access,true,iPhone 6 Plus can't be accessed via iTunes; passcode question
185,"I don't know if this is an @att issue or an @115858 issue,but FFS...who on earth is responsible for the ""Activation Servers"" that don't work?",@406672 Thanks for your patience! This page might help: https://t.co/ywHIZGN4Ac DM us your carrier if this doesn’t get you activated. https://t.co/GDrqU22YpT,device_access,true,Activation servers not working for new iPhone; carrier unclear
186,Signed out of my apple id but after signing in again I realized tgat @115948 deleted all of the BTS albums that I downloaded. HUHUHUH But the universe doesnt want me to be sad the neighbor was randomly playing Baepsae HUHUHU HELP @AppleSupport,@490890 Certainly not the experience we want you having. Please send us a DM so we can go from there. https://t.co/GDrqU22YpT,icloud_data,true,Downloaded music deleted after signing out/back into Apple ID
187,@AppleSupport How do I tell my iPhone to STOP taking Live Photos by default? The setting to control this #UselessFeature is gone in iOS11,@172492 You can preserve your Camera settings so that Live Photos is always on or off. Go to Settings &gt; Camera &gt; Preserve Settings.,software_update,false,iOS 11 removed Live Photos preserve setting location
188,"@AppleSupport I really need help with my Apple ID. The phone number linked to it is no longer mine and hasn’t been for some time, this person can access my account. I cannot change it myself, I’ve done everything listed with no luck. Please help! My account is compromised.",@665553  Thanks for providing that information. We are unable to look into your Apple ID account via Twitter for privacy concerns. We recommend reaching out to our Account Security for a path towards resolution: https://t.co/p9bPZEcl5d,account_security,true,Phone number linked to Apple ID no longer owned; account compromised
189,@AppleSupport I should be still able to access the photos though? This has been like this for around 1 hour with a fast Wi-fi connection. https://t.co/bU74uRhTAN,"@235793 Try restarting your iPhone, then checking your photos again. DM us if they do not start to download on their own. https://t.co/GDrqU22YpT",icloud_data,false,Photos not loading/accessible after 1 hour on fast WiFi
190,"@AppleSupport This doesn’t fix my issue, my screen rotates when I DO NOT want it to...",@194904 Let's take a look together. Join us in DM by using this link: https://t.co/GDrqU22YpT,hardware_device,false,Screen rotation not working correctly; software/hardware ambiguous
191,"@AppleSupport I have already done that and get the message ""not enough info to reset security questions"" I live in Ireland and can't call US","@268714 No worries, you can change the location of the support page by selecting the country currently listed at the bottom. From there you can follow the on screen questions to be paired with an Advisor that can further assist you in recovering your Apple ID!",account_security,true,Can't reset Apple ID security questions; calling from Ireland; locked out
192,"Why did my perfectly good charger just up and stop working my nigga ? 🤔 tf ? Yo @115858 I swear I can never buy nothing from y'all mf's and the shit just work for a nice time, always on some 2 weeks or less shit, wassup ?","@803792 We'll do everything that we can to assist you with your charger. Please click here to connect with us in DM, and provide us with your location: https://t.co/GDrqU22YpT",hardware_device,false,Apple charger stopped working within 2 weeks
193,Searching for contacts in iOS 11 sucks a** @115858,@700488 This is certainly not the behavior we want you to experience. We want to help! Could you DM us which iPhone and iOS 11 version you're using? Here's a link to help locate your iOS version: https://t.co/ZTw54HL4Rm We look forward to speaking with you soon. https://t.co/GDrqU22YpT,software_update,false,iOS 11 contacts search performing poorly
194,@AppleSupport so i️ can go to an apple store trade in my perfect condition iphone 6s get like 200 dollars from that and then use i️t on a new phone?,@152741 Correct.,purchase_tradein,false,Confirming trade-in process for iPhone 6s toward new phone
195,@AppleSupport The lock screen gets blurry and only half the screen. This problem was on and off for approx 4 days. Today i faced a peoblem with the contacts. It was invisible.,@569775 Please send us a DM and we'd be happy to look into this further with you. https://t.co/GDrqU22YpT,hardware_device,true,Lock screen blurry/half screen + contacts invisible; multiple failures
196,@AppleSupport My Apple ID?,@175093 Sorry for the confusion.  We were asking if you subscribe to Apple Music.  This will let  us know how to move forward.,account_security,false,Apple ID subscription/account inquiry
197,@115858 New iOS 11 updates really hurt my iPhone 5S. Apps are failing. Slow. Poor battery life. Very frustrating. Worked fine before updates.,@368973 We'd like to look into this with you. DM us using the link below. https://t.co/GDrqU22YpT,software_update,false,"iOS 11 updates hurt iPhone 5S; app failures, slow, poor battery"
198,"@AppleSupport asking for a friend, is there anyway to retrieve recently deleted photos from “recently deleted photos”",@735341 Let's look at this together. Please DM us. https://t.co/GDrqU22YpT,icloud_data,false,How to retrieve photos from 'Recently Deleted' in Photos
199,"@115858 ok Apple, still without my iMac, you asked me to reach out, i'm reaching out!
Very unhappy, off to PC world to buy a Windows PC
#disgustedwithapple",@304315 Hi. We definitely would like to help. Please send us a DM and we'll take a look into this. https://t.co/GDrqU22YpT,hardware_device,true,iMac not returned after service; customer reaching out again; unresolved
200,"@applesupport Help! This activation lock randomly popped up on my iPhone 6 last night. I know my Apple ID but I forgot my password. If I reset my password on iTunes, will it wreck my phone? I’m the original owner of the phone and it wasn’t stolen. Why did this pop up?! https://t.co/zLCnEWFzbI",@767527 Hey there! Check out this article about Activation Lock: https://t.co/9Wfw6Be2P1 It will provide you with circumstances and explain what to do next.,device_access,true,Activation lock appeared unexpectedly; forgot password; original owner
